"STID","Seq","Part.Seq","Group","ID","Treatment","Quarter","Year","Distribution","AgeEnroll","AgeSurvey","Gender","PhysicalStatus","Language","ZIP","Race","ChildrenInHome","MaritalStatus","KLSDetermination","timeToExpunge","cenExpungeTime","expunge","Recid","total_benefits","total_wages","total_income","Unemployed","local_unemploy","address_change","late_payments","AQuarter","AQID2","AQID3","AQID4","AQID5","AQID11","AQID12","AQID13","BQuarter","BQID1","BQID2","BQID3","BQID4","BQID5","BQID6","BQID7","BQID8","CQuarter","CQID1","CQID2","CQID3","CQID4","CQID5","CQID6","DQuarter","DQID1","DQID2","DQID3","DQID4","DQID5","DQID6","DQID7","DQID8","EQuarter","EQID1","EQID2","EQID3","EQID4","EQID5","EQID6","pstudy_income","pstudy_wages","pstudy_benefits","pstudy_unemploy","FilingStatus","Dependents","FedAdjGrossIncome","Part","white","Female","Disabled","logIncome","pstudy_logIncome","MissedRent","FullTime","HouseSize","JobSat","JobApply","JobDeter","Homeless","Moved","MovedUtility","HouseSat","MoveAttempt","MoveDeter","LifeSat","Married","dependent","pstudy_employed","LessHighSchool","HighSchool","SomeCollege","College","income_lag","unemploy_lag","fullTime_lag","LifeComp","ps_mRent","ps_fullTime","ps_jobApply","ps_jobDeter","ps_moved","ps_moveAttempt","ps_moveDeter"
"KSSTID0193",5,"3096-5",3,3096,1,"2022Q3",2022,10,41,43,"Female","Non-disabled","English","67217","Asian",1,"Divorced","yes",190,190,1,0,0,0,0,1,3.333333333,0,0,"2022Q3",2,2,2,2,1,2,4,"2022Q3",2,2,6,0,2,4,0,0,"2022Q3",2,"2",2,2,2,2,"2022Q3",1,1,6,6,4,"1",2,3,"2022Q4",7,9,11,7,1,8,2017.29,2017.29,0,4.79,NA,NA,NA,193,0,1,0,0,7.61000589722898,NA,1,3,3,0,0,0,0,0,4,0,0,9,NA,1,1,0,0,1,0,0,1,1,-1.66976281091672,NA,1,1,1,0,0,1
"KSSTID0193",6,"3096-6",3,3096,1,"2022Q4",2022,11,41,43,"Female","Non-disabled","English","67217","Asian",1,"Divorced","yes",190,190,1,0,0,0,0,1,2.866666667,0,0,"2022Q4",2,2,2,2,1,2,2,"2022Q4",2,2,5,0,2,4,0,0,"2022Q4",1,"2",1,2,2,1,"2023Q1",1,1,6,6,4,"0",2,2,"2023Q1",9,8,11,8,2,7,2017.29,2017.29,0,4.79,NA,NA,NA,193,0,1,0,0,7.61000589722898,NA,1,3,2,1,0,0,0,0,2,0,0,8,NA,1,1,0,0,1,0,0,1,1,-1.89493551913,NA,1,1,1,0,0,1
"KSSTID0194",1,"5053-1",5,5053,0,"2021Q4",2021,7,42,42,"Male","Physical disabilities","English","67217","White",1,"Married","no",966,730,0,0,0,3423.78,3423.78,0,3.066666667,0,0,"2021Q2",2,1,0,2,1,2,4,"2021Q4",NA,NA,NA,NA,NA,NA,NA,NA,"2021Q4",NA,NA,NA,NA,NA,NA,"2021Q4",NA,NA,NA,NA,NA,NA,NA,NA,"2022Q1",11,11,11,11,2,11,0,0,0,4.83,1,0,"46,021.00",194,1,0,1,8.13879251505662,0,0,NA,NA,NA,NA,NA,0,NA,NA,4,NA,NA,11,1,0,1,0,0,1,0,0,1,0,-3.75243916138182,0,NA,NA,NA,NA,NA,NA
"KSSTID0194",2,"5053-2",5,5053,0,"2022Q1",2022,8,42,42,"Male","Physical disabilities","English","67217","White",1,"Married","no",966,730,0,0,0,154.53,154.53,0,3.366666667,0,0,"2021Q4",2,2,2,2,1,2,4,"2022Q1",1,2,3,0,2,4,0,0,"2022Q1",1,"2",5,2,2,5,"2022Q1",4,5,1,6,0,"2",1,1,"2022Q2",11,11,11,11,11,11,0,0,0,4.83,NA,NA,NA,194,1,0,1,5.04683863905647,0,NA,0,3,1,1,0,0,0,0,4,0,0,11,1,1,1,0,0,1,0,8.13879251505662,0,NA,-3.48149607084673,0,NA,NA,NA,NA,NA,NA
"KSSTID0194",3,"5053-3",5,5053,0,"2022Q2",2022,9,42,43,"Male","Physical disabilities","English","67217","White",1,"Married","no",966,730,0,0,0,0,0,1,2.966666667,0,0,"2022Q1",2,1,0,2,1,2,4,"2022Q2",NA,NA,NA,NA,NA,NA,NA,NA,"2022Q2",1,"1",4,2,2,1,"2022Q3",NA,NA,NA,NA,NA,NA,NA,NA,"2022Q3",NA,NA,NA,NA,NA,NA,0,0,0,4.83,NA,NA,NA,194,1,0,1,0,0,0,NA,NA,NA,1,1,0,NA,NA,4,0,0,NA,1,1,1,0,0,1,0,5.04683863905647,0,0,NA,0,NA,NA,NA,NA,NA,NA
"KSSTID0194",4,"5053-4",5,5053,0,"2022Q4",2022,10,42,43,"Male","Physical disabilities","English","67217","White",1,"Married","no",966,730,0,0,0,2260.19,2260.19,0,2.866666667,0,0,"2022Q2",2,1,0,2,1,2,4,"2022Q3",NA,NA,NA,NA,NA,NA,NA,NA,"2022Q4",2,"2",1,2,2,1,"2022Q4",1,1,6,6,3,"3",2,4,"2022Q4",11,11,11,11,11,11,0,0,0,4.83,NA,NA,NA,194,1,0,1,7.72364650236079,0,0,1,NA,4,0,0,0,NA,NA,4,0,0,11,1,1,1,0,0,1,0,0,1,NA,-3.48149607084673,0,NA,NA,NA,NA,NA,NA
"KSSTID0194",5,"5053-5",5,5053,0,"2023Q1",2023,11,42,43,"Male","Physical disabilities","English","67217","White",1,"Married","no",966,730,0,0,0,0,0,1,3.266666667,NA,NA,"2022Q3",2,1,0,2,1,2,4,"2023Q1",2,1,2,2,2,4,4,0,"2023Q1",1,"2",1,2,2,1,"2023Q1",1,2,6,6,2,"2",NA,NA,"2023Q1",11,11,11,11,1,11,0,0,0,4.83,NA,NA,NA,194,1,0,1,0,0,0,0,2,NA,1,0,0,1,1,4,0,0,11,1,1,1,0,0,1,0,7.72364650236079,0,1,-3.78254394921906,0,NA,NA,NA,NA,NA,NA
"KSSTID0194",6,"5053-6",5,5053,0,"2023Q2",2023,12,42,44,"Male","Physical disabilities","English","67217","White",1,"Married","no",966,730,0,0,0,0,0,1,3.033333333,NA,NA,"2022Q4",2,2,2,2,1,2,4,"2023Q2",2,1,2,0,2,4,0,0,"2023Q2",NA,NA,NA,NA,NA,NA,"2023Q2",NA,NA,NA,NA,NA,NA,NA,NA,"2023Q2",NA,NA,NA,NA,NA,NA,0,0,0,4.83,NA,NA,NA,194,1,0,1,0,0,NA,NA,2,NA,NA,NA,0,0,NA,4,NA,NA,NA,1,1,1,0,0,1,0,0,1,0,NA,0,NA,NA,NA,NA,NA,NA
"KSSTID0195",1,"3098-1",3,3098,1,"2021Q2",2021,6,29,30,"Female","Non-disabled","English","67216","Black",1,"Divorced","yes",190,190,0,0,0,4090.86,4090.86,0,5.066666667,1,0,"2021Q2",2,1,1,2,4,2,2,"2021Q2",1,1,2,3,1,1,4,4,"2021Q2",1,"1",4,2,2,3,"2021Q3",1,1,6,6,2,"1",2,2,"2021Q3",7,6,7,2,11,8,2120.08,2120.08,0,4.79,0,1,"10,630.00",195,0,1,0,8.31675491338751,7.65968067191089,1,1,2,2,1,1,0,1,1,2,0,0,6,0,1,0,0,0,1,0,7.65968067191089,0,0,0.642248060920163,1,1,1,1,1,0,0
"KSSTID0195",2,"3098-2",3,3098,1,"2021Q4",2021,7,29,30,"Female","Non-disabled","English","67216","Black",1,"Divorced","yes",190,190,1,0,0,1800.5,1800.5,0,3.066666667,1,0,"2021Q3",2,1,1,1,3,2,2,"2021Q3",1,1,2,2,1,1,3,0,"2021Q4",1,"2",2,2,2,2,"2021Q4",1,2,6,6,4,"3",2,3,"2021Q4",3,9,9,9,9,9,2120.08,2120.08,0,4.79,0,1,"10,630.00",195,0,1,0,7.49637493018815,7.65968067191089,1,0,2,3,1,0,0,1,1,2,0,0,9,0,1,0,0,0,1,0,8.31675491338751,0,1,-0.740749688836277,1,1,1,1,1,0,0
"KSSTID0195",3,"3098-3",3,3098,1,"2022Q1",2022,8,29,30,"Female","Non-disabled","English","67216","Black",1,"Divorced","yes",190,190,1,0,0,1481.9,1481.9,0,3.366666667,0,0,"2021Q4",2,1,1,2,2,1,1,"2022Q1",1,1,3,3,1,4,2,0,"2022Q1",1,"1",5,1,2,3,"2022Q1",1,2,6,6,4,"3",1,2,"2022Q1",6,5,5,5,5,3,2120.08,2120.08,0,4.79,NA,NA,NA,195,0,1,0,7.30175490898102,7.65968067191089,1,0,2,2,1,1,0,1,1,1,1,0,5,NA,1,0,0,0,1,0,7.49637493018815,0,0,1.25762937872161,1,1,1,1,1,0,0
"KSSTID0195",4,"3098-4",3,3098,1,"2022Q2",2022,9,29,30,"Female","Non-disabled","English","67216","Black",1,"Divorced","yes",190,190,1,0,0,5005.79,5005.79,0,2.966666667,0,0,"2022Q1",2,1,0,2,2,2,3,"2022Q2",1,1,3,0,2,4,0,0,"2022Q2",1,"2",1,2,2,1,"2022Q2",1,1,6,6,4,"2",2,3,"2022Q2",11,10,10,10,7,8,2120.08,2120.08,0,4.79,NA,NA,NA,195,0,1,0,8.51855027016818,7.65968067191089,0,1,2,3,1,0,0,0,0,3,0,0,10,NA,1,0,0,0,1,0,7.30175490898102,0,0,-2.7584551454129,1,1,1,1,1,0,0
"KSSTID0195",5,"3098-5",3,3098,1,"2022Q3",2022,10,29,31,"Female","Non-disabled","English","67216","Black",1,"Divorced","yes",190,190,1,0,0,4167.11,4167.11,0,3.333333333,1,0,"2022Q3",2,1,1,2,3,2,3,"2022Q3",1,4,3,0,2,4,0,0,"2022Q3",1,"2",2,2,2,3,"2022Q3",1,1,6,6,4,"2",2,2,"2022Q4",6,6,6,6,1,6,2120.08,2120.08,0,4.79,NA,NA,NA,195,0,1,0,8.33521797463965,7.65968067191089,1,1,5,2,1,0,0,0,1,3,0,0,6,NA,1,0,0,0,1,0,8.51855027016818,0,1,0.293750150589916,1,1,1,1,1,0,0
"KSSTID0195",6,"3098-6",3,3098,1,"2022Q4",2022,11,29,31,"Female","Non-disabled","English","67216","Black",1,"Divorced","yes",190,190,1,0,0,5311.84,5311.84,0,2.866666667,0,0,"2022Q4",2,1,1,1,3,2,2,"2022Q4",1,1,3,1,2,4,0,0,"2022Q4",2,"2",3,2,2,3,"2023Q1",1,2,6,6,2,"2",2,2,"2023Q1",NA,NA,NA,NA,NA,NA,2120.08,2120.08,0,4.79,NA,NA,NA,195,0,1,0,8.57788181118476,7.65968067191089,1,0,2,2,0,0,0,1,1,2,0,0,NA,NA,1,0,0,0,1,0,8.33521797463965,0,1,NA,1,1,1,1,1,0,0
"KSSTID0196",1,"3099-1",3,3099,1,"2021Q2",2021,6,55,55,"Male","Non-disabled","English","66049","White",0,"Single","yes",190,190,0,0,0,12264.67,12264.67,0,3.4,0,0,"2021Q2",2,1,1,2,3,1,4,"2021Q2",1,1,2,4,1,4,4,0,"2021Q2",2,"1",4,1,2,4,"2021Q3",1,1,6,6,4,"1",2,2,"2021Q3",4,4,4,4,11,4,10997.44,10007.8,989.65,3.58,NA,NA,NA,196,1,0,0,9.41455958218795,9.30550872354154,1,1,2,2,0,1,0,1,1,4,1,0,4,NA,0,0,0,0,1,0,9.30550872354154,0,1,2.22531566888583,1,1,0,1,1,1,0
"KSSTID0196",2,"3099-2",3,3099,1,"2021Q4",2021,7,55,55,"Male","Non-disabled","English","66049","White",0,"Single","yes",190,190,1,0,0,18109.04,18109.04,0,2,0,0,"2021Q3",2,1,0,2,3,2,3,"2021Q3",1,0,2,0,2,4,0,0,"2021Q4",1,"2",2,2,2,2,"2021Q4",1,1,6,6,4,"1",2,2,"2021Q4",2,2,2,2,4,6,10997.44,10007.8,989.65,3.58,NA,NA,NA,196,1,0,0,9.80422175959948,9.30550872354154,0,1,1,2,1,0,0,0,0,3,0,0,2,NA,0,0,0,0,1,0,9.41455958218795,0,1,3.1985511743864,1,1,0,1,1,1,0
"KSSTID0196",3,"3099-3",3,3099,1,"2022Q1",2022,8,55,55,"Male","Non-disabled","English","66049","White",0,"Single","yes",190,190,1,0,0,12061.3,12061.3,0,2.466666667,0,0,"2021Q4",2,1,0,2,2,2,4,"2022Q1",1,0,2,0,2,4,0,0,"2022Q1",2,"2",3,1,2,2,"2022Q1",1,1,6,6,4,"1",2,3,"2022Q1",3,2,2,5,2,6,10997.44,10007.8,989.65,3.58,NA,NA,NA,196,1,0,0,9.39784016519891,9.30550872354154,0,1,1,3,0,0,0,0,0,4,1,0,2,NA,0,0,0,0,1,0,9.80422175959948,0,1,2.46771126983622,1,1,0,1,1,1,0
"KSSTID0196",4,"3099-4",3,3099,1,"2022Q2",2022,9,55,56,"Male","Non-disabled","English","66049","White",0,"Single","yes",190,190,1,0,0,15162.04,15162.04,0,2.4,0,0,"2022Q1",2,1,0,2,3,2,4,"2022Q2",1,0,2,1,2,4,0,0,"2022Q2",2,"2",3,1,2,2,"2022Q2",1,1,6,6,4,"1",2,3,"2022Q2",4,4,2,8,6,6,10997.44,10007.8,989.65,3.58,NA,NA,NA,196,1,0,0,9.62661616679786,9.30550872354154,0,1,1,3,0,0,0,1,1,4,1,0,4,NA,0,0,0,0,1,0,9.39784016519891,0,1,1.55399899840711,1,1,0,1,1,1,0
"KSSTID0196",5,"3099-5",3,3099,1,"2022Q3",2022,10,55,56,"Male","Non-disabled","English","66049","White",0,"Single","yes",190,190,1,0,0,14157.53,14157.53,0,2.9,0,0,"2022Q3",2,1,0,2,4,1,3,"2022Q3",1,0,2,1,2,4,0,0,"2022Q3",1,"2",2,2,2,2,"2022Q3",1,1,6,6,3,"0",2,3,"2022Q4",4,4,2,3,10,8,10997.44,10007.8,989.65,3.58,NA,NA,NA,196,1,0,0,9.55807254829939,9.30550872354154,0,1,1,3,1,0,0,1,1,3,0,0,4,NA,0,0,0,0,1,0,9.62661616679786,0,1,2.24373929983399,1,1,0,1,1,1,0
"KSSTID0196",6,"3099-6",3,3099,1,"2022Q4",2022,11,55,56,"Male","Non-disabled","English","66049","White",0,"Single","yes",190,190,1,0,0,11811.47,11811.47,0,2.333333333,0,0,"2022Q4",2,1,0,2,4,1,3,"2022Q4",1,0,2,0,2,4,0,0,"2022Q4",1,"2",2,2,2,2,"2023Q1",1,1,6,6,4,"1",2,4,"2023Q1",7,7,6,8,7,6,10997.44,10007.8,989.65,3.58,NA,NA,NA,196,1,0,0,9.37691103211623,9.30550872354154,0,1,1,4,1,0,0,0,0,3,0,0,7,NA,0,0,0,0,1,0,9.55807254829939,0,1,-0.219482906241738,1,1,0,1,1,1,0
"KSSTID0197",1,"3100-1",3,3100,1,"2021Q2",2021,6,41,42,"Female","Non-disabled","English","66021","White",1,"Married","yes",190,190,0,0,0,16048.06,16048.06,0,3.233333333,0,0,"2021Q2",2,1,0,2,1,2,4,"2021Q2",1,2,6,0,2,4,0,0,"2021Q2",2,"2",3,2,2,1,"2021Q3",1,1,6,6,4,"1",2,4,"2021Q3",9,9,9,9,3,4,19422.58,19422.58,0,4.04,1,1,"112,251.00",197,1,1,0,9.68340555986486,9.87424307089069,0,1,3,4,0,0,0,0,0,4,0,0,9,1,1,1,0,0,0,1,9.87424307089069,0,1,-1.53363095916801,0,1,0,0,0,0,0
"KSSTID0197",2,"3100-2",3,3100,1,"2021Q4",2021,7,41,42,"Female","Non-disabled","English","66021","White",1,"Married","yes",190,190,1,0,0,16924.24,16924.24,0,2.1,0,0,"2021Q3",2,1,0,2,1,2,4,"2021Q3",1,2,6,0,2,4,0,0,"2021Q4",2,"2",2,2,2,1,"2021Q4",1,1,6,6,4,"2",2,4,"2021Q4",9,10,9,10,4,8,19422.58,19422.58,0,4.04,1,1,"112,251.00",197,1,1,0,9.73656127788673,9.87424307089069,0,1,3,4,0,0,0,0,0,4,0,0,10,1,1,1,0,0,0,1,9.68340555986486,0,1,-2.29034442981617,0,1,0,0,0,0,0
"KSSTID0197",3,"3100-3",3,3100,1,"2022Q1",2022,8,41,42,"Female","Non-disabled","English","66021","White",1,"Married","yes",190,190,1,0,0,16378.15,16378.15,0,2.866666667,0,0,"2021Q4",2,1,0,2,1,2,4,"2022Q1",1,2,6,0,2,4,0,0,"2022Q1",1,"2",1,2,2,1,"2022Q1",1,1,6,6,4,"1",2,4,"2022Q1",8,9,8,8,3,7,19422.58,19422.58,0,4.04,NA,NA,NA,197,1,1,0,9.7037644635087,9.87424307089069,0,1,3,4,1,0,0,0,0,4,0,0,9,1,1,1,0,0,0,1,9.73656127788673,0,1,-1.34667130571977,0,1,0,0,0,0,0
"KSSTID0197",4,"3100-4",3,3100,1,"2022Q2",2022,9,41,43,"Female","Non-disabled","English","66021","White",1,"Married","yes",190,190,1,0,0,16718.7,16718.7,0,2.466666667,0,0,"2022Q1",2,1,0,2,1,2,4,"2022Q2",1,2,6,0,2,4,0,0,"2022Q2",2,"2",1,2,2,1,"2022Q2",1,1,6,6,4,"0",2,4,"2022Q2",9,9,9,9,2,7,19422.58,19422.58,0,4.04,NA,NA,NA,197,1,1,0,9.72434294389399,9.87424307089069,0,1,3,4,0,0,0,0,0,4,0,0,9,1,1,1,0,0,0,1,9.7037644635087,0,1,-1.89864721167704,0,1,0,0,0,0,0
"KSSTID0197",5,"3100-5",3,3100,1,"2022Q3",2022,10,41,43,"Female","Non-disabled","English","66021","White",1,"Married","yes",190,190,1,0,0,16718.7,16718.7,0,2.766666667,0,0,"2022Q3",2,1,0,2,1,2,4,"2022Q3",1,2,6,0,2,4,0,0,"2022Q3",2,"2",1,2,2,1,"2022Q3",1,1,6,6,4,"0",2,4,"2022Q4",9,9,11,9,3,9,19422.58,19422.58,0,4.04,NA,NA,NA,197,1,1,0,9.72434294389399,9.87424307089069,0,1,3,4,0,0,0,0,0,4,0,0,9,1,1,1,0,0,0,1,9.72434294389399,0,1,-2.42837467999696,0,1,0,0,0,0,0
"KSSTID0197",6,"3100-6",3,3100,1,"2022Q4",2022,11,41,43,"Female","Non-disabled","English","66021","White",1,"Married","yes",190,190,1,0,0,17652.04,17652.04,0,2.466666667,0,0,"2022Q4",2,1,0,2,1,2,4,"2022Q4",1,2,6,0,2,4,0,0,"2022Q4",2,"2",1,2,2,1,"2023Q1",1,1,6,6,4,"0",2,4,"2023Q1",9,9,9,9,4,6,19422.58,19422.58,0,4.04,NA,NA,NA,197,1,1,0,9.77866328549053,9.87424307089069,0,1,3,4,0,0,0,0,0,4,0,0,9,1,1,1,0,0,0,1,9.72434294389399,0,1,-1.72680048111198,0,1,0,0,0,0,0
"KSSTID0198",1,"3101-1",3,3101,0,"2021Q2",2021,6,29,29,"Male","Non-disabled","English","67219","White",3,"Divorced","no",1043,730,0,0,0,11998.74,11998.74,0,5.066666667,0,0,"2021Q2",2,1,1,2,2,2,2,"2021Q2",1,4,4,0,2,4,0,0,"2021Q2",2,"2",4,1,2,3,"2021Q3",1,1,6,6,4,"1",2,3,"2021Q3",9,9,7,9,7,10,12993.88,12993.88,0,4.79,0,1,"51,425.00",198,1,0,0,9.39264026186875,9.47231071271206,1,1,5,3,0,0,0,0,0,2,1,0,9,0,1,1,0,1,0,0,9.47231071271206,0,1,-1.74647679078671,1,1,0,0,0,1,0
"KSSTID0198",2,"3101-2",3,3101,0,"2021Q4",2021,7,29,30,"Male","Non-disabled","English","67219","White",3,"Divorced","no",1043,730,0,0,0,14114.7,14114.7,0,3.066666667,0,0,"2021Q3",2,1,1,2,2,1,3,"2021Q3",1,6,5,1,2,4,0,0,"2021Q4",2,"2",4,1,2,3,"2021Q4",1,1,6,6,4,"1",2,3,"2021Q4",9,10,10,11,4,9,12993.88,12993.88,0,4.79,0,1,"51,425.00",198,1,0,0,9.55504293208987,9.47231071271206,1,1,6,3,0,0,0,1,1,3,1,0,10,0,1,1,0,1,0,0,9.39264026186875,0,1,-2.72877964986658,1,1,0,0,0,1,0
"KSSTID0198",3,"3101-3",3,3101,0,"2022Q1",2022,8,29,30,"Male","Non-disabled","English","67219","White",3,"Divorced","no",1043,730,0,0,0,11714.65,11714.65,0,3.366666667,0,0,"2021Q4",2,1,0,2,2,2,3,"2022Q1",1,5,5,0,2,4,0,0,"2022Q1",2,"2",4,2,2,3,"2022Q1",1,1,6,6,4,"1",2,3,"2022Q1",10,10,9,6,2,10,12993.88,12993.88,0,4.79,NA,NA,NA,198,1,0,0,9.36868083382437,9.47231071271206,0,1,6,3,0,0,0,0,0,3,0,0,10,NA,1,1,0,1,0,0,9.55504293208987,0,1,-2.13482500034473,1,1,0,0,0,1,0
"KSSTID0198",4,"3101-4",3,3101,0,"2022Q2",2022,9,29,30,"Male","Non-disabled","English","67219","White",3,"Divorced","no",1043,730,0,0,0,11825.05,11825.05,0,2.966666667,0,0,"2022Q1",2,1,0,2,2,1,3,"2022Q2",1,4,5,0,2,4,0,0,"2022Q2",2,"2",4,2,2,2,"2022Q2",1,1,6,6,4,"1",2,2,"2022Q2",10,9,7,9,6,9,12993.88,12993.88,0,4.79,NA,NA,NA,198,1,0,0,9.3780600043441,9.47231071271206,0,1,5,2,0,0,0,0,0,3,0,0,9,NA,1,1,0,1,0,0,9.36868083382437,0,1,-1.86001747669357,1,1,0,0,0,1,0
"KSSTID0198",5,"3101-5",3,3101,0,"2022Q3",2022,10,29,31,"Male","Non-disabled","English","67219","White",3,"Divorced","no",1043,730,0,0,0,13145.16,13145.16,0,3.333333333,0,0,"2022Q3",2,1,0,2,3,2,3,"2022Q3",1,4,6,0,2,4,0,0,"2022Q3",2,"2",3,2,2,3,"2022Q3",1,1,6,6,4,"1",2,2,"2022Q4",8,8,6,8,4,8,12993.88,12993.88,0,4.79,NA,NA,NA,198,1,0,0,9.48388497975204,9.47231071271206,0,1,5,2,0,0,0,0,0,3,0,0,8,NA,1,1,0,1,0,0,9.3780600043441,0,1,-0.909895179446017,1,1,0,0,0,1,0
"KSSTID0198",6,"3101-6",3,3101,0,"2022Q4",2022,11,29,31,"Male","Non-disabled","English","67219","White",3,"Divorced","no",1043,730,0,0,0,11740.42,11740.42,0,2.866666667,0,0,"2022Q4",2,1,0,2,2,2,3,"2022Q4",1,4,6,0,2,4,0,0,"2022Q4",2,"2",3,2,2,3,"2023Q1",1,1,6,6,4,"1",2,2,"2023Q1",9,9,5,9,6,8,12993.88,12993.88,0,4.79,NA,NA,NA,198,1,0,0,9.37087804007115,9.47231071271206,0,1,5,2,0,0,0,0,0,3,0,0,9,NA,1,1,0,1,0,0,9.48388497975204,0,1,-1.21674932246679,1,1,0,0,0,1,0
"KSSTID0199",1,"3102-1",3,3102,0,"2021Q2",2021,6,58,58,"Male","Non-disabled","English","67460","White",0,"Divorced","no",1041,730,0,0,0,34554.03,34554.03,0,2.533333333,0,0,"2021Q2",2,1,0,2,1,2,4,"2021Q2",1,0,6,0,2,4,0,0,"2021Q2",2,"2",3,2,2,1,"2021Q3",1,1,6,6,4,"1",2,4,"2021Q3",8,8,8,7,3,6,43532.84,43532.84,0,3.02,0,0,"140,807.00",199,1,0,0,10.4503084047063,10.6812938456797,0,1,1,4,0,0,0,0,0,4,0,0,8,0,0,1,0,0,1,0,10.6812938456797,0,1,-0.894764511906182,0,1,0,0,0,0,0
"KSSTID0199",2,"3102-2",3,3102,0,"2021Q4",2021,7,58,58,"Male","Non-disabled","English","67460","White",0,"Divorced","no",1041,730,0,0,0,63132.89,63132.89,0,1.7,0,0,"2021Q3",2,1,0,2,1,2,4,"2021Q3",1,0,6,0,2,4,0,0,"2021Q4",2,"2",2,2,2,1,"2021Q4",1,1,6,6,4,"1",2,3,"2021Q4",8,8,7,7,4,6,43532.84,43532.84,0,3.02,0,0,"140,807.00",199,1,0,0,11.053012988345,10.6812938456797,0,1,1,3,0,0,0,0,0,4,0,0,8,0,0,1,0,0,1,0,10.4503084047063,0,1,-0.69638075088097,0,1,0,0,0,0,0
"KSSTID0199",3,"3102-3",3,3102,0,"2022Q1",2022,8,58,59,"Male","Non-disabled","English","67460","White",0,"Divorced","no",1041,730,0,0,0,39542.99,39542.99,0,1.933333333,0,0,"2021Q4",2,1,0,2,1,2,4,"2022Q1",1,0,6,0,2,4,0,0,"2022Q1",2,"2",3,2,2,2,"2022Q1",1,1,6,6,4,"1",2,3,"2022Q1",8,7,6,6,5,7,43532.84,43532.84,0,3.02,NA,NA,NA,199,1,0,0,10.5851690021039,10.6812938456797,0,1,1,3,0,0,0,0,0,4,0,0,7,NA,0,1,0,0,1,0,11.053012988345,0,1,-0.269364505823362,0,1,0,0,0,0,0
"KSSTID0199",4,"3102-4",3,3102,0,"2022Q2",2022,9,58,59,"Male","Non-disabled","English","67460","White",0,"Divorced","no",1041,730,0,0,0,35603.01,35603.01,0,2.066666667,0,0,"2022Q1",2,1,0,2,1,2,4,"2022Q2",1,0,6,0,2,4,0,0,"2022Q2",2,"2",2,2,2,2,"2022Q2",1,1,6,6,4,"1",2,3,"2022Q2",9,8,7,8,3,6,43532.84,43532.84,0,3.02,NA,NA,NA,199,1,0,0,10.4802135509461,10.6812938456797,0,1,1,3,0,0,0,0,0,4,0,0,8,NA,0,1,0,0,1,0,10.5851690021039,0,1,-1.08007768365026,0,1,0,0,0,0,0
"KSSTID0199",5,"3102-5",3,3102,0,"2022Q3",2022,10,58,59,"Male","Non-disabled","English","67460","White",0,"Divorced","no",1041,730,0,0,0,35603.01,35603.01,0,2.533333333,0,0,"2022Q3",2,1,0,2,1,2,4,"2022Q3",1,0,6,0,2,4,0,0,"2022Q3",2,"2",3,2,2,2,"2022Q3",1,1,6,6,4,"0",2,3,"2022Q4",9,8,7,7,1,7,43532.84,43532.84,0,3.02,NA,NA,NA,199,1,0,0,10.4802135509461,10.6812938456797,0,1,1,3,0,0,0,0,0,4,0,0,8,NA,0,1,0,0,1,0,10.4802135509461,0,1,-1.09340532224349,0,1,0,0,0,0,0
"KSSTID0199",6,"3102-6",3,3102,0,"2022Q4",2022,11,58,60,"Male","Non-disabled","English","67460","White",0,"Divorced","no",1041,730,0,0,0,86284.82,86284.82,0,2.033333333,0,0,"2022Q4",2,1,0,2,1,2,4,"2022Q4",1,0,6,0,2,4,0,0,"2022Q4",2,"2",3,2,2,1,"2023Q1",1,1,6,6,4,"1",2,3,"2023Q1",6,6,6,4,4,6,43532.84,43532.84,0,3.02,NA,NA,NA,199,1,0,0,11.3654205530265,10.6812938456797,0,1,1,3,0,0,0,0,0,4,0,0,6,NA,0,1,0,0,1,0,10.4802135509461,0,1,0.701102698045274,0,1,0,0,0,0,0
"KSSTID0200",1,"3083-1",3,3083,1,"2021Q2",2021,6,34,34,"Male","Non-disabled","English","67207","Black",0,"Single","yes",163,163,0,0,0,10972.99,10972.99,0,5.066666667,0,0,"2021Q2",2,1,0,2,2,1,3,"2021Q2",1,6,4,0,2,4,0,0,"2021Q2",2,"2",4,2,2,3,"2021Q3",1,1,6,6,4,"1",2,2,"2021Q3",6,7,6,7,7,8,10762.96,10642.46,120.5,4.83,NA,NA,NA,200,0,0,0,9.30328320637375,9.28395879574922,0,1,6,2,0,0,0,0,0,3,0,0,7,NA,0,0,0,1,0,0,9.28395879574922,0,1,-0.0891650710908818,0,1,0,0,0,0,0
"KSSTID0200",2,"3083-2",3,3083,1,"2021Q4",2021,7,34,34,"Male","Non-disabled","English","67207","Black",0,"Single","yes",163,163,1,0,0,14989.97,14989.97,0,3.066666667,0,0,"2021Q3",2,1,0,2,1,1,3,"2021Q3",1,6,4,0,2,4,0,0,"2021Q4",2,"2",4,2,2,3,"2021Q4",1,1,6,6,4,"1",2,3,"2021Q4",6,8,7,6,6,8,10762.96,10642.46,120.5,4.83,NA,NA,NA,200,0,0,0,9.61520329880959,9.28395879574922,0,1,6,3,0,0,0,0,0,3,0,0,8,NA,0,0,0,1,0,0,9.30328320637375,0,1,-0.310780287095427,0,1,0,0,0,0,0
